iter	Passed	Remaining
351	12088	331345
352	12121	331255
353	12149	331048
354	12184	331050
355	12220	331055
356	12255	331043
357	12282	330805
358	12312	330664
359	12343	330538
360	12374	330402
361	12404	330255
362	12440	330278
363	12478	330336
364	12511	330279
365	12543	330186
366	12576	330117
367	12608	330010
368	12642	329964
369	12677	329948
370	12713	329976
371	12751	330037
372	12783	329940
373	12819	329953
374	12854	329944
375	12884	329782
376	12919	329781
377	12958	329846
378	12995	329885
379	13027	329798
380	13056	329629
381	13094	329683
382	13130	329701
383	13160	329548
384	13193	329482
385	13225	329400
386	13272	329684
387	13306	329649
388	13343	329684
389	13375	329593
390	13407	329501
391	13445	329556
392	13479	329520
393	13516	329547
394	13559	329714
395	13601	329872
396	13634	329815
397	13663	329647
398	13701	329693
399	13733	329601
400	13770	329630
401	13804	329594
402	13832	329401
403	13863	329304
404	13895	329201
405	13929	329151
406	13964	329141
407	14001	329174
408	14035	329138
409	14070	329109
410	14106	329128
411	14141	329092
412	14177	329106
413	14220	329262
414	14243	328984
415	14284	329095
416	14316	329001
417	14349	328931
418	14380	328826
419	14418	328887
420	14452	328840
421	14491	328902
422	14525	328864
423	14553	328684
424	14593	328781
425	14627	328749
426	14667	328838
427	14709	328963
428	14748	329041
429	14789	329143
430	14831	329281
431	14866	329266
432	14900	329214
433	14937	329251
434	14972	329212
435	15006	329178
436	15048	329309
437	15081	329254
438	15123	329381
439	15156	329303
440	15188	329227
441	15221	329159
442	15255	329105
443	15284	328965
444	15321	328983
445	15355	328943
446	15388	328874
447	15421	328805
448	15460	328872
449	15499	328940
450	15535	328924
451	15574	329003
452	15611	329010
453	15652	329122
454	15686	329078
455	15722	329071
456	15761	329120
457	15792	329019
458	15824	328926
459	15858	328891
460	15888	328765
461	15930	328887
462	15969	328952
463	16002	328885
464	16041	328927
465	16070	328787
466	16106	328795
467	16134	328617
468	16163	328467
469	16193	328343
470	16226	328281
471	16258	328207
472	16287	328057
473	16321	328005
474	16355	327973
475	16389	327927
476	16422	327864
477	16458	327863
478	16490	327775
479	16526	327783
480	16559	327717
481	16596	327722
482	16623	327542
483	16647	327312
484	16670	327056
485	16701	326950
486	16736	326921
487	16772	326922
488	16808	326931
489	16837	326786
490	16873	326791
491	16904	326674
492	16943	326731
493	16972	326606
494	17003	326494
495	17033	326384
496	17068	326365
497	17108	326438
498	17144	326431
499	17181	326441
500	17215	326404
501	17248	326350
502	17288	326419
503	17329	326516
504	17356	326345
505	17391	326317
506	17430	326370
507	17465	326341
508	17500	326325
509	17536	326317
510	17568	326234
511	17603	326205
512	17636	326153
513	17674	326184
514	17710	326176
515	17741	326084
516	17774	326034
517	17811	326038
518	17849	326065
519	17882	326008
520	17916	325964
521	17949	325916
522	17985	325905
523	18020	325885
524	18057	325889
525	18085	325748
526	18127	325848
527	18161	325800
528	18197	325808
529	18229	325723
530	18269	325786
531	18310	325877
532	18342	325789
533	18374	325725
534	18404	325608
535	18437	325553
536	18461	325325
537	18495	325292
538	18526	325191
539	18556	325077
540	18588	325011
541	18619	324907
542	18648	324794
543	18687	324824
544	18720	324781
545	18750	324661
546	18787	324670
547	18829	324766
548	18865	324762
549	18901	324765
550	18939	324797
551	18977	324814
552	19016	324861
553	19049	324807
554	19091	324891
555	19123	324832
556	19162	324868
557	19201	324908
558	19239	324930
559	19276	324942
560	19317	325022
561	19350	324958
562	19385	324941
563	19418	324884
564	19455	324896
565	19490	324860
566	19526	324854
567	19562	324845
568	19600	324866
569	19635	324852
570	19674	324885
571	19711	324899
572	19745	324857
573	19779	324819
574	19807	324663
575	19847	324723
576	19881	324686
577	19913	324616
578	19948	324589
579	19979	324491
580	20009	324387
581	20044	324361
582	20082	324390
583	20115	324331
584	20148	324274
585	20184	324261
586	20224	324317
587	20263	324349
588	20296	324291
589	20338	324374
590	20366	324241
591	20410	324364
592	20446	324353
593	20478	324271
594	20510	324207
595	20544	324164
596	20578	324117
597	20603	323931
598	20641	323958
599	20672	323872
600	20710	323892
601	20744	323850
602	20785	323918
603	20818	323853
604	20850	323778
605	20884	323740
606	20921	323751
607	20957	323743
608	20991	323701
609	21034	323799
610	21075	323856
611	21114	323895
612	21153	323931
613	21190	323935
614	21228	323956
615	21264	323932
616	21303	323969
617	21336	323909
618	21370	323878
619	21409	323901
620	21446	323905
621	21475	323795
622	21509	323751
623	21546	323754
624	21583	323752
625	21619	323735
626	21664	323854
627	21696	323794
628	21729	323729
629	21772	323815
630	21799	323681
631	21835	323668
632	21874	323701
633	21915	323755
634	21956	323809
635	21985	323698
636	22020	323674
637	22052	323598
638	22092	323641
639	22122	323539
640	22157	323507
641	22189	323448
642	22231	323515
643	22269	323528
644	22302	323477
645	22338	323458
646	22370	323392
647	22407	323390
648	22442	323358
649	22481	323382
650	22523	323456
651	22558	323433
652	22601	323519
653	22637	323503
654	22672	323473
655	22704	323395
656	22740	323387
657	22776	323377
658	22811	323336
659	22845	323300
660	22882	323300
661	22915	323236
662	22956	323294
663	22999	323380
664	23034	323346
665	23068	323301
666	23106	323311
667	23146	323355
668	23184	323367
669	23218	323323
670	23255	323320
671	23294	323353
672	23332	323357
673	23367	323337
674	23404	323326
675	23445	323375
676	23476	323302
677	23519	323378
678	23562	323458
679	23600	323469
680	23629	323358
681	23673	323446
682	23709	323424
683	23749	323461
684	23779	323361
685	23814	323329
686	23852	323350
687	23891	323366
688	23925	323326
689	23963	323328
690	23988	323173
691	24021	323112
692	24051	323016
693	24089	323024
694	24129	323053
695	24165	323042
696	24202	323036
697	24240	323042
698	24268	322925
699	24309	322971
700	24335	322823
701	24363	322696
702	24402	322718
703	24437	322681
704	24475	322694
705	24514	322721
706	24550	322703
707	24584	322653
708	24615	322576
709	24655	322611
710	24688	322551
711	24725	322546
712	24760	322508
713	24794	322462
714	24823	322363
715	24860	322355
716	24890	322256
717	24927	322257
718	24962	322227
719	24995	322161
720	25030	322137
721	25066	322110
722	25102	322098
723	25139	322095
724	25176	322084
725	25208	322019
726	25254	322130
727	25292	322131
728	25328	322107
729	25365	322111
730	25407	322170
731	25442	322135
732	25477	322097
733	25509	322030
734	25553	322118
735	25590	322112
736	25622	322035
737	25652	321943
738	25693	321983
739	25724	321903
740	25747	321717
741	25781	321682
742	25817	321653
743	25853	321638
744	25886	321580
745	25923	321578
746	25957	321535
747	25997	321558
748	26037	321587
749	26072	321556
750	26104	321486
751	26133	321392
752	26181	321513
753	26220	321528
754	26255	321501
755	26287	321434
756	26326	321449
757	26358	321382
758	26393	321352
759	26433	321377
760	26473	321402
761	26506	321349
762	26547	321391
763	26582	321360
764	26616	321312
765	26648	321239
766	26687	321263
767	26727	321281
768	26762	321250
769	26795	321197
770	26832	321191
771	26867	321160
772	26901	321108
773	26949	321234
774	26976	321103
775	27014	321105
776	27042	320998
777	27078	320978
778	27114	320948
779	27150	320932
780	27186	320917
781	27226	320941
782	27257	320855
783	27295	320856
784	27322	320736
785	27358	320719
786	27393	320682
787	27429	320657
788	27460	320579
789	27494	320540
790	27532	320534
791	27565	320487
792	27595	320388
793	27626	320319
794	27654	320199
795	27695	320238
796	27727	320171
797	27758	320092
798	27787	319992
799	27819	319929
800	27856	319919
801	27889	319861
802	27911	319676
803	27952	319718
804	27990	319715
805	28023	319659
806	28060	319647
807	28093	319598
808	28130	319586
809	28168	319591
810	28212	319660
811	28245	319603
812	28272	319486
813	28305	319426
814	28339	319388
815	28380	319417
816	28415	319385
817	28448	319338
818	28478	319241
819	28505	319124
820	28541	319107
821	28577	319081
822	28615	319076
823	28655	319102
824	28689	319066
825	28725	319045
826	28758	318990
827	28790	318923
828	28829	318928
829	28853	318782
830	28892	318789
831	28927	318757
832	28964	318748
833	29003	318758
834	29034	318683
835	29062	318573
836	29098	318556
837	29130	318489
838	29168	318491
839	29193	318349
840	29226	318296
841	29262	318272
842	29293	318192
843	29329	318176
844	29366	318169
845	29406	318193
846	29449	318239
847	29488	318258
848	29514	318122
849	29547	318073
850	29583	318052
851	29622	318057
852	29657	318026
853	29691	317982
854	29729	317981
855	29766	317975
856	29805	317981
857	29841	317964
858	29885	318021
859	29923	318021
860	29960	318017
861	29988	317906
862	30020	317844
863	30060	317866
864	30095	317830
865	30138	317876
866	30174	317858
867	30208	317811
868	30235	317699
869	30278	317753
870	30318	317774
871	30352	317723
872	30382	317643
873	30415	317585
874	30449	317549
875	30489	317565
876	30527	317561
877	30567	317577
878	30610	317626
879	30656	317709
880	30693	317696
881	30726	317645
882	30759	317592
883	30795	317574
884	30828	317516
885	30861	317462
886	30897	317436
887	30932	317404
888	30966	317366
889	31004	317362
890	31041	317352
891	31085	317408
892	31124	317412
893	31154	317330
894	31184	317247
895	31218	317202
896	31257	317211
897	31292	317171
898	31343	317306
899	31385	317344
900	31426	317370
901	31464	317361
902	31499	317327
903	31535	317305
904	31571	317288
905	31608	317267
906	31650	317304
907	31690	317321
908	31729	317333
909	31768	317332
910	31815	317418
911	31851	317393
912	31889	317393
913	31924	317358
914	31963	317360
915	31994	317289
916	32033	317291
917	32073	317310
918	32105	317242
919	32149	317302
920	32188	317305
921	32226	317299
922	32259	317245
923	32298	317256
924	32329	317180
925	32364	317143
926	32401	317132
927	32436	317096
928	32472	317066
929	32510	317067
930	32544	317024
931	32579	316986
932	32617	316984
933	32656	316987
934	32691	316952
935	32726	316918
936	32760	316870
937	32799	316872
938	32838	316881
939	32874	316853
940	32903	316757
941	32939	316741
942	32982	316777
943	33018	316754
944	33047	316663
945	33087	316676
946	33117	316592
947	33155	316584
948	33189	316541
949	33232	316586
950	33267	316551
951	33304	316531
952	33339	316496
953	33376	316478
954	33404	316378
955	33441	316361
956	33486	316424
957	33531	316487
958	33569	316479
959	33620	316596
960	33656	316570
961	33696	316580
962	33729	316520
963	33771	316559
964	33801	316474
965	33844	316510
966	33871	316404
967	33903	316338
968	33939	316317
969	33979	316321
970	34023	316370
971	34063	316381
972	34098	316346
973	34133	316309
974	34169	316283
975	34207	316274
976	34253	316346
977	34290	316328
978	34323	316278
979	34364	316297
980	34401	316277
981	34441	316284
982	34482	316307
983	34518	316275
984	34556	316274
985	34589	316215
986	34619	316138
987	34654	316100
988	34686	316040
989	34724	316029
990	34760	316005
991	34798	315988
992	34829	315918
993	34854	315792
994	34892	315783
995	34924	315718
996	34954	315643
997	34984	315560
998	35021	315546
999	35060	315540
1000	35096	315519
1001	35131	315484
1002	35162	315407
1003	35205	315444
1004	35239	315400
1005	35275	315376
1006	35313	315362
1007	35346	315314
1008	35384	315305
1009	35423	315302
1010	35464	315322
1011	35500	315297
1012	35541	315312
1013	35573	315247
1014	35610	315229
1015	35655	315286
1016	35696	315302
1017	35737	315319
1018	35776	315314
1019	35809	315261
1020	35837	315165
1021	35867	315085
1022	35901	315044
1023	35943	315068
1024	35971	314967
1025	36008	314949
1026	36047	314953
1027	36095	315028
1028	36129	314984
1029	36162	314929
1030	36204	314952
1031	36244	314964
1032	36279	314927
1033	36317	314914
1034	36350	314865
1035	36394	314901
1036	36427	314852
1037	36461	314806
1038	36501	314815
1039	36534	314754
1040	36573	314756
1041	36611	314749
1042	36645	314697
1043	36678	314645
1044	36715	314630
1045	36753	314621
1046	36793	314620
1047	36832	314625
1048	36859	314517
1049	36890	314448
1050	36924	314401
1051	36957	314346
1052	36988	314278
1053	37022	314231
1054	37049	314126
1055	37080	314059
1056	37113	314006
1057	37152	314003
1058	37190	313994
1059	37226	313970
1060	37263	313950
1061	37300	313928
1062	37338	313916
1063	37372	313870
1064	37403	313807
1065	37428	313686
1066	37472	313723
1067	37507	313687
1068	37561	313811
1069	37606	313853
1070	37646	313865
1071	37684	313846
1072	37723	313848
1073	37755	313785
1074	37798	313811
1075	37834	313785
1076	37874	313792
1077	37908	313748
1078	37949	313756
1079	37982	313708
1080	38022	313709
1081	38059	313693
1082	38092	313634
1083	38129	313622
1084	38165	313590
1085	38202	313568
1086	38243	313579
1087	38272	313496
1088	38310	313486
1089	38353	313513
1090	38405	313618
1091	38443	313602
1092	38466	313469
1093	38509	313499
1094	38545	313464
1095	38584	313467
1096	38620	313438
1097	38662	313452
1098	38692	313377
1099	38734	313396
1100	38777	313421
1101	38809	313367
1102	38845	313333
1103	38884	313327
1104	38919	313295
1105	38949	313212
1106	38985	313189
1107	39022	313166
1108	39061	313162
1109	39099	313149
1110	39132	313095
1111	39159	312996
1112	39190	312924
1113	39216	312819
1114	39258	312836
1115	39302	312872
1116	39346	312908
1117	39379	312855
1118	39418	312845
1119	39465	312907
1120	39505	312905
1121	39546	312921
1122	39585	312912
1123	39609	312788
1124	39643	312744
1125	39676	312689
1126	39711	312652
1127	39743	312591
1128	39780	312573
1129	39816	312539
1130	39854	312524
1131	39893	312518
1132	39926	312472
1133	39966	312473
1134	39999	312420
1135	40031	312355
1136	40071	312356
1137	40108	312336
1138	40148	312337
1139	40187	312337
1140	40226	312329
1141	40262	312299
1142	40295	312242
1143	40335	312245
1144	40369	312199
1145	40402	312150
1146	40451	312220
1147	40486	312183
1148	40517	312114
1149	40557	312117
1150	40595	312103
1151	40630	312062
1152	40660	311986
1153	40697	311963
1154	40730	311913
1155	40762	311854
1156	40798	311822
1157	40831	311772
1158	40865	311730
1159	40901	311695
1160	40938	311673
1161	40976	311657
1162	41011	311623
1163	41041	311548
1164	41070	311462
1165	41098	311378
1166	41134	311348
1167	41168	311301
1168	41205	311280
1169	41234	311200
1170	41267	311145
1171	41310	311168
1172	41349	311163
1173	41391	311173
1174	41423	311120
1175	41466	311141
1176	41500	311095
1177	41538	311079
1178	41567	310999
1179	41605	310982
1180	41639	310942
1181	41676	310913
1182	41712	310890
1183	41742	310813
1184	41774	310754
1185	41814	310750
1186	41851	310728
1187	41889	310715
1188	41924	310676
1189	41964	310680
1190	42002	310661
1191	42032	310591
1192	42071	310579
1193	42112	310592
1194	42144	310532
1195	42184	310525
1196	42226	310543
1197	42263	310521
1198	42305	310537
1199	42339	310486
1200	42378	310482
1201	42422	310511
1202	42450	310424
1203	42488	310403
1204	42521	310356
1205	42559	310338
1206	42598	310327
1207	42629	310266
1208	42672	310285
1209	42710	310269
1210	42739	310185
1211	42782	310210
1212	42821	310199
1213	42864	310218
1214	42909	310258
1215	42942	310204
1216	42979	310176
1217	43018	310171
1218	43052	310125
1219	43086	310079
1220	43123	310061
1221	43161	310044
1222	43196	310001
1223	43233	309984
1224	43272	309973
1225	43294	309840
1226	43332	309828
1227	43369	309803
1228	43418	309864
1229	43455	309838
1230	43494	309831
1231	43530	309804
1232	43563	309748
1233	43597	309707
1234	43634	309679
1235	43680	309723
1236	43710	309648
1237	43747	309625
1238	43790	309643
1239	43827	309617
1240	43859	309560
1241	43896	309535
1242	43935	309524
1243	43975	309526
1244	44006	309456
1245	44046	309454
1246	44080	309410
1247	44119	309399
1248	44155	309371
1249	44192	309350
1250	44232	309344
1251	44270	309325
1252	44309	309316
1253	44347	309300
1254	44390	309320
1255	44430	309315
1256	44472	309323
1257	44508	309297
1258	44556	309346
1259	44595	309335
1260	44624	309258
1261	44654	309182
1262	44687	309133
1263	44725	309117
1264	44758	309063
1265	44797	309052
1266	44831	309008
1267	44868	308983
1268	44903	308948
1269	44938	308911
1270	44968	308835
1271	45004	308802
1272	45036	308746
1273	45075	308737
1274	45117	308744
1275	45153	308715
1276	45189	308686
1277	45226	308657
1278	45263	308633
1279	45298	308594
1280	45332	308551
1281	45362	308479
1282	45405	308496
1283	45444	308487
1284	45486	308496
1285	45523	308470
1286	45568	308499
1287	45604	308464
1288	45649	308499
1289	45686	308474
1290	45720	308425
1291	45759	308416
1292	45801	308424
1293	45827	308323
1294	45863	308294
1295	45900	308268
1296	45946	308307
1297	45990	308329
1298	46035	308354
1299	46072	308331
1300	46109	308303
1301	46152	308323
1302	46191	308308
1303	46228	308285
1304	46279	308350
1305	46323	308376
1306	46356	308322
1307	46395	308312
1308	46433	308288
1309	46465	308233
1310	46501	308201
1311	46535	308153
1312	46565	308083
1313	46604	308074
1314	46640	308039
1315	46679	308025
1316	46705	307928
1317	46741	307899
1318	46783	307904
1319	46818	307867
1320	46856	307848
1321	46891	307811
1322	46938	307851
1323	46977	307835
1324	47014	307809
1325	47045	307748
1326	47079	307700
1327	47121	307709
1328	47179	307820
1329	47227	307867
1330	47254	307778
1331	47300	307808
1332	47335	307769
1333	47374	307754
1334	47408	307710
1335	47451	307723
1336	47480	307644
1337	47514	307603
1338	47555	307600
1339	47597	307605
1340	47636	307595
1341	47677	307596
1342	47723	307625
1343	47765	307635
1344	47805	307627
1345	47849	307644
1346	47890	307642
1347	47930	307636
1348	47977	307675
1349	48022	307696
1350	48062	307689
1351	48100	307670
1352	48128	307587
1353	48164	307554
1354	48201	307530
1355	48248	307567
1356	48314	307722
1357	48348	307680
1358	48383	307637
1359	48420	307614
1360	48459	307599
1361	48490	307536
1362	48522	307474
1363	48560	307457
1364	48603	307468
1365	48644	307465
1366	48686	307468
1367	48721	307429
1368	48762	307427
1369	48804	307435
1370	48835	307370
1371	48872	307342
1372	48906	307298
1373	48951	307317
1374	48989	307298
1375	49025	307263
1376	49066	307259
1377	49103	307238
1378	49142	307222
1379	49177	307183
1380	49215	307161
1381	49259	307176
1382	49302	307189
1383	49338	307154
1384	49375	307125
1385	49417	307129
1386	49457	307122
1387	49499	307122
1388	49534	307085
1389	49573	307071
1390	49609	307039
1391	49663	307114
1392	49698	307071
1393	49733	307033
1394	49768	306997
1395	49808	306987
1396	49845	306959
1397	49885	306947
1398	49923	306926
1399	49956	306877
1400	49992	306844
1401	50033	306839
1402	50073	306826
1403	50108	306792
1404	50142	306743
1405	50180	306723
1406	50224	306736
1407	50263	306723
1408	50300	306693
1409	50335	306652
1410	50377	306658
1411	50418	306654
1412	50454	306620
1413	50500	306646
1414	50552	306711
1415	50596	306725
1416	50636	306715
1417	50681	306732
1418	50728	306766
1419	50767	306751
1420	50805	306727
1421	50845	306717
1422	50893	306755
1423	50932	306741
1424	50968	306707
1425	51000	306646
1426	51036	306611
1427	51079	306620
1428	51125	306643
1429	51163	306620
1430	51206	306627
1431	51232	306538
1432	51260	306454
1433	51303	306461
1434	51346	306466
1435	51412	306610
1436	51478	306757
1437	51539	306873
1438	51599	306977
1439	51671	307161
1440	51728	307246
1441	51795	307397
1442	51861	307538
1443	51926	307677
1444	52000	307866
1445	52066	308008
1446	52126	308109
1447	52193	308259
1448	52275	308493
1449	52334	308591
1450	52377	308597
1451	52415	308570
1452	52467	308631
1453	52504	308601
1454	52547	308605
1455	52582	308562
1456	52623	308554
1457	52668	308568
1458	52710	308565
1459	52748	308542
1460	52779	308476
1461	52816	308443
1462	52852	308408
1463	52897	308422
1464	52936	308404
1465	52978	308400
1466	53009	308336
1467	53044	308293
1468	53083	308274
1469	53122	308255
1470	53156	308205
1471	53193	308176
1472	53230	308143
1473	53270	308127
1474	53308	308106
1475	53363	308176
1476	53401	308150
1477	53431	308078
1478	53466	308035
1479	53506	308022
1480	53544	307997
1481	53584	307982
1482	53621	307953
1483	53658	307919
1484	53697	307904
1485	53728	307836
1486	53775	307863
1487	53808	307808
1488	53852	307817
1489	53901	307851
1490	53935	307802
1491	53969	307758
1492	54009	307741
1493	54043	307692
1494	54088	307705
1495	54128	307690
1496	54166	307665
1497	54210	307675
1498	54251	307664
1499	54279	307581
1500	54318	307565
1501	54354	307524
1502	54393	307507
1503	54428	307463
1504	54471	307464
1505	54511	307453
1506	54554	307451
1507	54593	307429
1508	54621	307350
1509	54659	307325
1510	54695	307286
1511	54735	307271
1512	54778	307271
1513	54816	307245
1514	54857	307237
1515	54899	307235
1516	54937	307205
1517	54972	307163
1518	55008	307129
1519	55047	307106
1520	55087	307089
1521	55127	307077
1522	55163	307037
1523	55200	307006
1524	55234	306958
1525	55273	306936
1526	55309	306900
1527	55340	306837
1528	55382	306832
1529	55424	306825
1530	55465	306818
1531	55505	306803
1532	55543	306773
1533	55581	306747
1534	55627	306768
1535	55662	306726
1536	55705	306726
1537	55744	306704
1538	55786	306700
1539	55816	306630
1540	55864	306658
1541	55898	306606
1542	55946	306635
1543	55986	306620
1544	56020	306573
1545	56056	306534
1546	56096	306517
1547	56136	306504
1548	56176	306484
1549	56213	306456
1550	56252	306432
1551	56284	306374
1552	56328	306381
1553	56370	306373
1554	56404	306326
1555	56439	306283
1556	56473	306235
1557	56515	306230
1558	56554	306205
1559	56592	306180
1560	56637	306192
1561	56673	306153
1562	56709	306113
1563	56741	306057
1564	56778	306025
1565	56808	305952
1566	56835	305866
1567	56868	305812
1568	56913	305825
1569	56950	305790
1570	56988	305763
1571	57021	305713
1572	57052	305645
1573	57088	305609
1574	57127	305588
1575	57162	305545
1576	57198	305506
1577	57241	305506
1578	57284	305502
1579	57319	305460
1580	57353	305415
1581	57396	305410
1582	57436	305394
1583	57465	305321
1584	57505	305306
1585	57548	305302
1586	57593	305313
1587	57634	305304
1588	57675	305291
1589	57706	305228
1590	57750	305232
1591	57787	305199
1592	57826	305179
1593	57874	305202
1594	57909	305161
1595	57937	305080
1596	57973	305041
1597	58011	305014
1598	58053	305008
1599	58088	304962
1600	58121	304908
1601	58167	304927
1602	58207	304908
1603	58233	304818
1604	58264	304753
1605	58303	304731
1606	58342	304707
1607	58387	304717
1608	58425	304692
1609	58458	304639
1610	58485	304552
1611	58524	304528
1612	58576	304577
1613	58605	304501
1614	58636	304438
1615	58670	304389
1616	58714	304391
1617	58758	304396
1618	58792	304347
1619	58825	304292
1620	58864	304271
1621	58902	304245
1622	58937	304201
1623	58978	304189
1624	59014	304150
1625	59048	304102
1626	59082	304055
1627	59119	304022
1628	59156	303991
1629	59190	303942
1630	59238	303965
1631	59274	303927
1632	59308	303878
1633	59342	303830
1634	59386	303834
1635	59423	303802
1636	59447	303702
1637	59487	303685
1638	59519	303627
1639	59559	303606
1640	59594	303566
1641	59631	303530
1642	59668	303500
1643	59703	303458
1644	59735	303396
1645	59777	303390
1646	59812	303346
1647	59850	303320
1648	59897	303336
1649	59932	303293
1650	59960	303217
1651	59997	303182
1652	60027	303115
1653	60059	303058
1654	60089	302986
1655	60134	302994
1656	60175	302982
1657	60208	302928
1658	60250	302920
1659	60283	302869
1660	60323	302850
1661	60363	302834
1662	60397	302788
1663	60437	302769
1664	60482	302777
1665	60531	302802
1666	60571	302784
